what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1268085212059
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268085212233
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1268085220116
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268085222688
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268085223484
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085227864
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085229018
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085229194
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085258592
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085262314
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085273968
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085275330
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085305656
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268085314554
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1268085317679
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085329271
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085337806
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1268085339799
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1268085340582
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085346706
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085365466
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1268085379291
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085380340
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085406616
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268085408526
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268085409280
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1268085414255
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085417206
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085431175
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1268085435890
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085437945
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085480521
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1268085484108
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085485532
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085511936
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1268085515743
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085516531
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085520611
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1268085521827
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1268085522390
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085522838
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085655111
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085656478
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085759006
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085759805
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085760856
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085762073
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085821549
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085822973
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085839913
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085840846
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085902440
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268085903160
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268086156523
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268086157433
