what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1268071283478
closed,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1268071285670
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268071302336
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268071307071
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1268071307226
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268071309398
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268071311007
activated,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1268071313115
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1268071315428
activated,view,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.views.AntView",1268071320413
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1268071322540
activated,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1268071385690
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268071391787
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268071397056
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1268071404018
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268071413369
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268071415380
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1268071422916
activated,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1268071443249
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1268071459078
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1268071461435
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1268071468736
