what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073229623
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073232788
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073234111
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073236267
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073236699
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073237418
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073239382
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073242766
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073257463
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073259129
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073288489
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073290206
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073312785
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073315831
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073339901
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073342578
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073351396
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1268073371403
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268073375793
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268073375963
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1268073381552
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073382732
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073383442
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1268073386118
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268073387116
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1268073389713
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1268073390701
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1268073394959
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1268073396486
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1268073400592
activated,view,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.views.AntView",1268073408698
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1268073412339
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073419795
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073426870
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268073426969
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1268073430854
activated,view,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.views.AntView",1268073432398
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073433991
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073438828
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268073438900
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1268073441902
activated,view,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.views.AntView",1268073465901
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073467764
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073488854
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073490156
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073540100
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268073541497
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1268073546610
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1268073549325
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1268073552509
opened,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1268073554856
activated,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1268073554991
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1268073569034
activated,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1268073618706
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1268073622916
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073636528
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073649974
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1268073651754
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073654489
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073695924
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073697284
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073720910
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073726122
started,bundle,org.eclipse.help.ui,3.4.1.v20090819_35x,"org.eclipse.help.ui",1268073735892
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073796067
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073796847
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073797823
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073798347
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073812892
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073813875
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073828787
activated,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1268073830989
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073833042
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073851623
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073852247
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073857935
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073857936
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073903533
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268073904107
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268074216661
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1268074217788
